"lon","lat","year","genus","species","fertilizer_n","planting_date","planting_density","yield","irrigated","sacchariflorus","sinensis","sinensis.Hybrid","giganteus","MAT","MAP","PET","SOLAR"
0.11,52.42,1994,"Miscanthus","Miscanthus sacchariflorus",60,1992,25000,17.2,0,1,0,0,0,286.862507858966,1.0103900805518e-05,324.50114379085,237.600313375822
0.11,52.42,1995,"Miscanthus","Miscanthus x giganteus",120,1993,40000,11.6,0,0,0,0,1,287.126529717835,1.23122061714784e-05,335.546078431372,246.978173014763
0.11,52.42,1995,"Miscanthus","Miscanthus sacchariflorus",60,1992,25000,12.1,0,1,0,0,0,287.126529717835,1.23122061714784e-05,335.546078431372,246.978173014763
0.11,52.42,1995,"Miscanthus","Miscanthus x giganteus",120,1993,40000,15,0,0,0,0,1,287.126529717835,1.23122061714784e-05,335.546078431372,246.978173014763
0.11,52.42,1996,"Miscanthus","Miscanthus x giganteus",120,1993,40000,14.4,0,0,0,0,1,286.125961332104,1.04173303274219e-05,299.541339869281,232.626409124476
0.11,52.42,1996,"Miscanthus","Miscanthus sacchariflorus",60,1992,25000,17.2,0,1,0,0,0,286.125961332104,1.04173303274219e-05,299.541339869281,232.626409124476
0.11,52.42,1996,"Miscanthus","Miscanthus x giganteus",120,1993,40000,13.4,0,0,0,0,1,286.125961332104,1.04173303274219e-05,299.541339869281,232.626409124476
0.11,52.42,1997,"Miscanthus","Miscanthus sacchariflorus",60,1992,25000,21.2,0,1,0,0,0,287.283448162917,8.20469573783371e-06,302.217647058823,235.003309757299
0.11,52.42,1998,"Miscanthus","Miscanthus sacchariflorus",60,1992,25000,20.7,0,1,0,0,0,286.811563811363,1.64363594483684e-05,305.824509803921,212.756274708761
0.11,52.42,1999,"Miscanthus","Miscanthus sacchariflorus",60,1992,25000,23.1,0,1,0,0,0,287.63388075465,9.57621478882707e-06,304.305392156863,234.875031229067
0.11,52.42,2000,"Miscanthus","Miscanthus sacchariflorus",60,1992,25000,21.4,0,1,0,0,0,286.87087935058,1.15944243952667e-05,283.897549019608,234.833544650024
0.9,51.89,1994,"Miscanthus","Miscanthus x giganteus",120,1993,40000,8.9,0,0,0,0,1,288.80213220815,1.54554175635708e-05,347.015088552878,254.893647838113
